number,symbols,symbol_converted,fiber_converted,fiber,garment,L_1,S_1,소분류,색상,프린팅,소재,디테일,이숙종C_1차,이숙종C_2차,세풍_1차,세풍_2차,L_1,L_2,S_1,S_2,r,g,b,color,color2,new_color2,symbol_converted.1,fiber_converted,fiber_converted2
544, iron_do-with-cloth hand-wash-jp bleach_do-not tumble-dry_do-not dry-clean-kr_do-not,"[6, 9, 3, 5, 7]","['폴리에스터', '폴리에스터', '면', '폴리에스터', '면']", 폴리에스터_23%|폴리에스터_100%|면_77%|폴리에스터_40%|면_60%,캐주얼상의,0,0,후드,"[['#99c5c4', 0.4024071], ['#4f84c4', 0.33150184], ['#008db9', 0.2456829], ['#648589', 0.020408163]]",['레터링'],['면'],['후드'],2,0,2,7,0,-1,0,2,153,197,196,light,dark,dark,"[6, 9, 3, 5, 7]","['폴리에스터', '폴리에스터', '면', '폴리에스터', '면']","[0, 0, 1, 0, 1]"
545, iron_do-with-cloth hand-wash-jp wring-jp_do-not bleach_do-not dry-kr_shadow,"[6, 9, 16, 3, 0]","['면', '폴리에스터']", 면_73%|폴리에스터_27%,캐주얼상의,0,0,스웨트셔츠,"[['#cbd7d2', 0.6713039], ['#e2c1c0', 0.27281302], ['#626879', 0.024758311], ['#98a0a5', 0.016269747], ['#2d3036', 0.014854987]]",['레터링'],['면'],['null'],1,0,2,7,0,-1,0,2,203,215,210,light,dark,dark,"[6, 9, 16, 3, 0]","['면', '폴리에스터']","[1, 0]"
546, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow dry-clean-kr_do-not,"[6, 9, 3, 10, 0, 7]","['폴리에스터', '폴리우레탄']", 폴리에스터_90%|폴리우레탄_10%,팬츠,0,0,슬랙스,"[['#516b84', 0.87162894], ['#4d91c6', 0.06661273], ['#a5bcbb', 0.02481122], ['#4a4b4d', 0.019417476], ['#a59788', 0.017529666]]",['무지'],['합성섬유'],['포켓'],2,0,2,7,0,-1,0,2,81,107,132,dark,dark,dark,"[6, 9, 3, 10, 0, 7]","['폴리에스터', '폴리우레탄']","[0, 2]"
547, dry-clean_do wash_do iron_do bleach-jp_do-not wash-jp_do,"[11, 23, 1, 13, 4]",['면'], COTTON_100%,청바지,0,0,청바지,"[['#5b7e98', 0.9805321], ['#464e4d', 0.019467877]]",['무지'],['데님'],"['포켓', '디스트로이드', '단추']",2,1,2,7,0,0,0,2,91,126,152,dark,dark,dark,"[11, 23, 1, 13, 4]",['면'],[1]
548, dry-clean_do dry-clean-kr_do dry-clean_do-perm-press wring-jp_do-not bleach_do-not bleach-jp_do-not tumble-dry_do-not wash-jp_do-not,"[11, 2, 30, 16, 3, 13, 5, 22]",['폴리에스터'], 폴리에스터_100%,재킷,3,3,테일러드재킷,"[['#b0b7be', 0.8075097], ['#41424a', 0.023521796], ['#7f8793', 0.011653], ['#92b6d5', 0.041432887], ['#4f84c4', 0.03905913]]",['무지'],['합성섬유'],"['포켓', '단추']",10,9,10,7,3,3,3,2,176,183,190,light,dark,dark,"[11, 2, 30, 16, 3, 13, 5, 22]",['폴리에스터'],[0]
549, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow,"[6, 9, 3, 10, 0]","['폴리에스터', '나일론', '폴리우레탄', '레이온']", 폴리에스터_23%|나일론_22%|폴리우레탄_5%|레이온_50%,팬츠,0,2,슬랙스,"[['#fbbdaf', 0.6738649], ['#87c2d4', 0.27353266], ['#b5cedf', 0.014950166], ['#c3babf', 0.025470654], ['#f5b895', 0.012181616]]",['무지'],['합성섬유'],"['포켓', '턱디테일']",2,0,7,2,0,-1,2,0,251,189,175,light,dark,dark,"[6, 9, 3, 10, 0]","['폴리에스터', '나일론', '폴리우레탄', '레이온']","[0, 4, 2, 8]"
550, iron_do-with-cloth dry-kr_shadow wash-jp_do bleach_do-not,"[6, 0, 4, 3]",['면'], COTTON_100%,재킷,0,0,데님재킷,"[['#84898c', 0.9653813], ['#4e545b', 0.03461868]]",['무지'],['데님'],"['포켓', '포켓']",2,10,2,7,0,3,0,2,132,137,140,light,dark,dark,"[6, 0, 4, 3]",['면'],[1]
551, iron_do-with-cloth dry-clean-kr_do hand-wash-jp bleach_do-not,"[6, 2, 9, 3]","['모', '아크릴']", 울_30%|아크릴_70%,캐주얼상의,3,3,티셔츠,"[['#e7cfc7', 0.9158913], ['#88c3d0', 0.03302317], ['#8cadd3', 0.023535851], ['#847986', 0.014960773], ['#c5aecf', 0.012588943]]",['무지'],['합성섬유'],['null'],10,0,10,7,3,-1,3,2,231,207,199,light,dark,dark,"[6, 2, 9, 3]","['모', '아크릴']","[6, 10]"
552, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do dry-clean-kr_do-not,"[6, 9, 3, 10, 7]","['면', '폴리에스터', '폴리에스터']", 면_43%|폴리에스터_57%|폴리에스터_100%,캐주얼상의,0,0,후드,"[['#d0d9d4', 0.9795029], ['#7e7d88', 0.020497095]]",['무지'],['면'],"['후드', '집업']",2,0,2,7,0,-1,0,2,208,217,212,light,dark,dark,"[6, 9, 3, 10, 7]","['면', '폴리에스터', '폴리에스터']","[1, 0, 0]"
554, iron_do-with-cloth dry-kr_shadow hand-wash-jp bleach_do-not,"[6, 0, 9, 3]","['아크릴', '나일론']", 아크릴_100%|나일론_100%,스커트,3,3,플리츠스커트,"[['#7f8793', 0.32023868], ['#98a0a5', 0.30954748], ['#b4c8c2', 0.24987568], ['#363838', 0.12033814]]",['무지'],['면'],['패치워크'],11,0,9,0,3,-1,3,-1,127,135,147,light,white,light,"[6, 0, 9, 3]","['아크릴', '나일론']","[10, 4]"
556, iron_do-with-cloth dry-kr_shadow wash-jp_do bleach_do-not,"[6, 0, 4, 3]","['폴리에스터', '면']", 폴리에스터_5%|면_95%,청바지,0,0,청바지,"[['#cee1d4', 0.8269495], ['#39373b', 0.13840988], ['#626879', 0.017701816], ['#9babbb', 0.016938807]]",['무지'],['데님'],['포켓'],2,0,2,7,0,-1,0,2,206,225,212,light,dark,dark,"[6, 0, 4, 3]","['폴리에스터', '면']","[0, 1]"
557, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow flame-warn-kr,"[6, 9, 3, 10, 0, 8]","['폴리에스터', '폴리에스터', '면', '레이온']", 폴리에스터_65%|폴리에스터_55%|면_45%|레이온_35%,셔츠,5,0,셔츠,"[['#4f7ca4', 0.7015928], ['#5f7278', 0.15754107], ['#434447', 0.110502735], ['#8a7e78', 0.017670482], ['#aa907d', 0.012692882]]",['무지'],['합성섬유'],['단추'],14,0,1,6,5,-1,0,2,79,124,164,dark,white,light,"[6, 9, 3, 10, 0, 8]","['폴리에스터', '폴리에스터', '면', '레이온']","[0, 0, 1, 8]"
558, dry-kr_normal hand-wash-jp wring-jp_do-not bleach_do-not iron_do-not dry-clean-kr_do-not,"[20, 9, 16, 3, 21, 7]","['폴리에스터', '폴리우레탄']", 폴리에스터_95%|폴리우레탄_5%,캐주얼상의,3,0,티셔츠,"[['#7f8793', 0.59941643], ['#bfb9a3', 0.3276365], ['#dfdac0', 0.03855773], ['#34414e', 0.03438933]]",['레터링'],['저지'],['단추'],9,1,1,6,3,0,0,2,127,135,147,light,dark,dark,"[20, 9, 16, 3, 21, 7]","['폴리에스터', '폴리우레탄']","[0, 2]"
560, iron_do-with-cloth hand-wash-jp bleach_do-not dry-kr_shadow dry-clean-kr_do-not,"[6, 9, 3, 0, 7]",['폴리에스터'], 폴리에스터_100%,캐주얼상의,3,2,티셔츠,"[['#cac2b9', 0.9730015], ['#66676d', 0.026998524]]",['무지'],['합성섬유'],['null'],11,0,6,9,3,-1,2,3,202,194,185,light,white,light,"[6, 9, 3, 0, 7]",['폴리에스터'],[0]
561, dry-clean_do-not hand-wash-jp bleach_do-not hand-wash dry_shadow wring-jp_do iron_do-not dry-kr_shadow flame-warn-kr,"[17, 9, 3, 25, 14, 10, 21, 0, 8]","['폴리우레탄', '폴리에스터', '폴리에스터', '폴리우레탄', '폴리우레탄', '폴리에스터']", POLYURETHANE_2%|POLYESTER_98%|폴리에스터_98%|폴리우레탄_7%|폴리우레탄_2%|폴리에스터_93%,재킷,0,2,바람막이,"[['#5ca6ce', 0.95216495], ['#91dce8', 0.021855671], ['#434447', 0.025979381]]",['무지'],['합성섬유'],"['패치워크', '포켓']",2,0,7,1,0,-1,2,0,92,166,206,light,dark,dark,"[17, 9, 3, 25, 14, 10, 21, 0, 8]","['폴리우레탄', '폴리에스터', '폴리에스터', '폴리우레탄', '폴리우레탄', '폴리에스터']","[2, 0, 0, 2, 2, 0]"
562, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do tumble-dry_do-not dry-kr_shadow,"[6, 9, 3, 10, 5, 0]","['면', '폴리우레탄', '나일론']", 면_61%|폴리우레탄_3%|나일론_36%,팬츠,3,2,스웨트팬츠,"[['#5d96bc', 0.83346266], ['#a2b9c2', 0.010243676], ['#e0b589', 0.103368], ['#4a4b4d', 0.02995499], ['#d3d9d1', 0.012106162]]",['그래픽'],['면'],['포켓'],11,3,8,3,3,0,2,0,93,150,188,light,white,light,"[6, 9, 3, 10, 5, 0]","['면', '폴리우레탄', '나일론']","[1, 2, 4]"
564, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do tumble-dry_do-not,"[6, 9, 3, 10, 5]",['면'], 면_100%,캐주얼상의,0,0,티셔츠,"[['#a3a9a6', 0.97281116], ['#434447', 0.027188865]]",['무지'],['면'],['드롭숄더'],3,11,3,8,0,3,0,2,163,169,166,light,white,light,"[6, 9, 3, 10, 5]",['면'],[1]
566, iron_do-with-cloth dry-clean-kr_do bleach_do-not wring-jp_do wash-jp_do tumble-dry_do-not,"[6, 2, 3, 10, 4, 5]","['면', '폴리에스터', '폴리에스터', '폴리우레탄', '면']", 면_52%|폴리에스터_383%|폴리에스터_48%|폴리우레탄_5%|면_57%,팬츠,0,0,스웨트팬츠,"[['#008cc1', 0.86507434], ['#3b5f78', 0.13492566]]",['무지'],['면'],"['스트랩', '포켓', '컷오프']",1,0,1,6,0,-1,0,2,0,140,193,dark,dark,dark,"[6, 2, 3, 10, 4, 5]","['면', '폴리에스터', '폴리에스터', '폴리우레탄', '면']","[1, 0, 0, 2, 1]"
568, hand-wash-jp bleach_do-not iron_do-not dry-kr_shadow flame-warn-kr,"[9, 3, 21, 0, 8]","['솜털', '나일론', '깃털']", 오리솜털_90%|나일론_100%|깃털_10%,패딩,1,1,패딩,"[['#c6d2d2', 0.9672994], ['#717388', 0.022172594], ['#323137', 0.0105279945]]",['무지'],['합성섬유'],['퀼팅'],5,0,5,0,1,-1,1,-1,198,210,210,light,idk,light,"[9, 3, 21, 0, 8]","['솜털', '나일론', '깃털']","[3, 4, 5]"
569, hand-wash-jp bleach_do-not wring-jp_do iron_do-not dry-kr_shadow flame-warn-kr,"[9, 3, 10, 21, 0, 8]","['면', '폴리에스터', '폴리에스터', '면', '나일론']", 면_34%|폴리에스터_100%|폴리에스터_46%|면_100%|나일론_20%,재킷,0,2,바람막이,"[['#008cc1', 0.8473226], ['#8abad3', 0.103576064], ['#305679', 0.049101353]]",['무지'],['합성섬유'],"['후드', '포켓', '집업']",1,0,6,1,0,-1,2,0,0,140,193,dark,dark,dark,"[9, 3, 10, 21, 0, 8]","['면', '폴리에스터', '폴리에스터', '면', '나일론']","[1, 0, 0, 1, 4]"
570, iron_do bleach_do-not wash-jp_do dry-kr_shadow dry-clean-kr_do-not,"[1, 3, 4, 0, 7]",['면'], 면_100%,캐주얼상의,0,0,스웨트셔츠,"[['#fa9a85', 0.9860225], ['#bf6464', 0.013977515]]",['그래픽'],['면'],['null'],1,0,1,6,0,-1,0,2,250,154,133,light,dark,dark,"[1, 3, 4, 0, 7]",['면'],[1]
571, iron_do-with-cloth dry-clean_do-not hand-wash-jp iron_do bleach_do-not tumble-dry_do-not dry-clean-kr_do-not,"[6, 17, 9, 1, 3, 5, 7]","['솜털', '깃털', '폴리에스터', '모피']", 오리솜털_80%|오리깃털_20%|폴리에스터_100%|천연모피(너구리)_100%,패딩,1,1,패딩,"[['#58646d', 1.0]]",['레터링'],['합성섬유'],"['퀼팅', '포켓', '단추', '후드']",5,0,5,0,1,-1,1,-1,88,100,109,dark,idk,dark,"[6, 17, 9, 1, 3, 5, 7]","['솜털', '깃털', '폴리에스터', '모피']","[3, 5, 0, 9]"
573, dry-clean_do-not bleach_do wash_do iron_do tumble-dry_do bleach-jp_do-not wash-jp_do dry-clean-kr_do-not,"[17, 18, 23, 1, 19, 13, 4, 7]","['면', '폴리에스터', '면', '폴리에스터']", COTTON_55%|POLYESTER_45%|COTTON_50%|POLYESTER_50%,캐주얼상의,0,0,후드,"[['#5487a4', 0.9742243], ['#434447', 0.025775656]]",['스트라이프'],['면'],"['후드', '단추']",1,0,2,7,0,-1,0,2,84,135,164,dark,dark,dark,"[17, 18, 23, 1, 19, 13, 4, 7]","['면', '폴리에스터', '면', '폴리에스터']","[1, 0, 1, 0]"
574, hand-wash-jp iron_do bleach_do-not wring-jp_do dry-kr_shadow,"[9, 1, 3, 10, 0]","['폴리에스터', '면', '면', '폴리에스터', '폴리에스터', '폴리에스터']", POLYESTER_100%|면_80%|COTTON_80%|폴리에스터_100%|POLYESTER_20%|폴리에스터_20%,캐주얼상의,0,0,후드,"[['#7ba0c0', 0.9675072], ['#4e545b', 0.03249281]]",['레터링'],['면'],"['후드', '집업']",1,0,4,7,0,-1,0,2,123,160,192,light,dark,dark,"[9, 1, 3, 10, 0]","['폴리에스터', '면', '면', '폴리에스터', '폴리에스터', '폴리에스터']","[0, 1, 1, 0, 0, 0]"
575, iron_do-with-cloth dry-clean-kr_do hand-wash-jp bleach_do-not wring-jp_do tumble-dry_do-not dry-kr_shadow flame-warn-kr,"[6, 2, 9, 3, 10, 5, 0, 8]",['폴리에스터'], 폴리에스터_100%,재킷,3,0,재킷,"[['#fae03c', 0.7315147], ['#f8dc6c', 0.1067241], ['#f8de8d', 0.043311797], ['#99aeae', 0.07561617], ['#e9eac8', 0.030629337]]",['무지'],['합성섬유'],"['단추', '포켓']",9,0,2,7,3,-1,0,2,250,224,60,light,dark,dark,"[6, 2, 9, 3, 10, 5, 0, 8]",['폴리에스터'],[0]
576, iron_do-with-cloth dry-kr_shadow hand-wash-jp bleach_do-not,"[6, 0, 9, 3]","['폴리에스터', '폴리우레탄']", 폴리에스터_94%|폴리우레탄_6%,팬츠,0,0,스웨트팬츠,"[['#c3dbd4', 0.734687], ['#325b74', 0.23079526], ['#e4c7b8', 0.021150593], ['#363838', 0.013367174]]",['레터링'],['합성섬유'],['포켓'],2,0,2,7,0,-1,0,2,195,219,212,light,dark,dark,"[6, 0, 9, 3]","['폴리에스터', '폴리우레탄']","[0, 2]"
577, iron_do-with-cloth hand-wash-jp wring-jp_do-not bleach_do-not dry-kr_shadow,"[6, 9, 16, 3, 0]",['면'], 면_100%,캐주얼상의,0,0,티셔츠,"[['#5d96bc', 0.97314847], ['#434447', 0.026851527]]",['무지'],['면'],['null'],3,0,1,6,0,-1,0,2,93,150,188,light,white,light,"[6, 9, 16, 3, 0]",['면'],[1]
578, dry-clean-kr_do bleach_do-not wash-jp_do iron_do-not dry-kr_shadow flame-warn-kr,"[2, 3, 4, 21, 0, 8]","['깃털', '폴리에스터', '솜털', '아크릴', '폴리에스터']", 오리깃털_40%|폴리에스터_100%|오리솜털_60%|아크릴_80%|폴리에스터_20%,패딩,1,1,패딩,"[['#5c798e', 0.80104214], ['#84898c', 0.1271909], ['#464e4d', 0.071766935]]",['무지'],['합성섬유'],"['포켓', '후드', '단추']",5,0,5,0,1,-1,1,-1,92,121,142,dark,idk,dark,"[2, 3, 4, 21, 0, 8]","['깃털', '폴리에스터', '솜털', '아크릴', '폴리에스터']","[5, 0, 3, 10, 0]"
579, iron_do-with-cloth hand-wash-jp bleach_do-not dry-clean-kr_do-not wring-jp_do tumble-dry_do-not dry-kr_shadow flame-warn-kr,"[6, 9, 3, 7, 10, 5, 0, 8]",['폴리에스터'], 폴리에스터_100%,베스트,1,1,패딩조끼,"[['#c4d6d3', 0.945436], ['#363838', 0.054564]]",['무지'],['합성섬유'],"['퀼팅', '집업']",5,0,5,0,1,-1,1,-1,196,214,211,light,idk,light,"[6, 9, 3, 7, 10, 5, 0, 8]",['폴리에스터'],[0]
580, dry-clean_do-not hand-wash-jp bleach_do-not hand-wash dry_shadow iron_do-not tumble-dry_do-not dry-kr_shadow dry-clean-kr_do-not,"[17, 9, 3, 25, 14, 21, 5, 0, 7]","['폴리에스터', '폴리에스터', '솜털', '솜털', '폴리우레탄', '솜털', '폴리에스터', '깃털']", 폴리에스터_95%|POLYESTER_100%|DUCK DOWN_80%|솜털_80%|폴리우레탄_5%|솜털_20%|폴리에스터_100%|DUCK FEATHER_20%,패딩,1,1,패딩,"[['#879ba3', 0.8312343], ['#46515a', 0.021754064], ['#b5ced4', 0.14701168]]",['무지'],['합성섬유'],"['퀼팅', '후드', '집업', '포켓']",5,0,5,0,1,-1,1,-1,135,155,163,light,idk,light,"[17, 9, 3, 25, 14, 21, 5, 0, 7]","['폴리에스터', '폴리에스터', '솜털', '솜털', '폴리우레탄', '솜털', '폴리에스터', '깃털']","[0, 0, 3, 3, 2, 3, 0, 5]"
581, iron_do-with-cloth dry-clean-kr_do bleach_do-not wash-jp_do tumble-dry_do-not dry-kr_shadow,"[6, 2, 3, 4, 5, 0]","['폴리에스터', '면']", 폴리에스터_40%|면_60%,팬츠,0,0,스웨트팬츠,"[['#4f84c4', 0.7522936], ['#79b5db', 0.110091746], ['#5ca6ce', 0.032477066], ['#87b9bc', 0.016146788], ['#dfef87', 0.03963303]]",['무지'],['면'],['포켓'],2,0,2,7,0,-1,0,2,79,132,196,dark,dark,dark,"[6, 2, 3, 4, 5, 0]","['폴리에스터', '면']","[0, 1]"
582, iron_do-with-cloth hand-wash-jp bleach_do wring-jp_do dry-kr_shadow,"[6, 9, 18, 10, 0]",['폴리에스터'], 폴리에스텔_100%,베스트,0,0,집업베스트,"[['#c0ac92', 0.9649245], ['#726f70', 0.022638345], ['#293b4d', 0.012437115]]",['무지'],['합성섬유'],['포켓'],2,0,2,7,0,-1,0,2,192,172,146,light,dark,dark,"[6, 9, 18, 10, 0]",['폴리에스터'],[0]
583, dry-clean_do-not hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow flame-warn-kr,"[17, 9, 3, 10, 0, 8]","['면', '폴리우레탄', '폴리우레탄', '폴리에스터', '면']", 면_26%|폴리우레탄_5%|폴리우레탄_3%|폴리에스터_71%|면_95%,블라우스,0,0,블라우스,"[['#a8b0ae', 0.92508197], ['#5f5e62', 0.022131147], ['#d2e8e0', 0.052786887]]",['무지'],['레이스'],['단추'],1,0,1,6,0,-1,0,2,168,176,174,light,dark,dark,"[17, 9, 3, 10, 0, 8]","['면', '폴리우레탄', '폴리우레탄', '폴리에스터', '면']","[1, 2, 2, 0, 1]"
584, iron_do-with-cloth dry-kr_shadow dry-clean-kr_do bleach_do-not,"[6, 0, 2, 3]",['폴리에스터'], 폴리에스터_100%,베스트,0,0,패딩조끼,"[['#b7c2b2', 0.975209], ['#3c3f4a', 0.024791006]]",['무지'],['합성섬유'],"['포켓', '단추']",2,0,2,7,0,-1,0,2,183,194,178,light,dark,dark,"[6, 0, 2, 3]",['폴리에스터'],[0]
585, iron_do-with-cloth dry-kr_shadow hand-wash-jp bleach_do-not,"[6, 0, 9, 3]","['면', '폴리우레탄', '면']", 면_100%|폴리우레탄_5%|면_95%,재킷,0,0,바람막이,"[['#c6d2d2', 0.9510363], ['#677283', 0.013471503], ['#ae8c8e', 0.023575129], ['#985f68', 0.011917098]]",['무지'],['합성섬유'],['집업'],3,0,1,6,0,-1,0,2,198,210,210,light,white,light,"[6, 0, 9, 3]","['면', '폴리우레탄', '면']","[1, 2, 1]"
586, iron_do-with-cloth dry-clean-kr_do hand-wash-jp bleach_do-not dry-kr_shadow,"[6, 2, 9, 3, 0]",['면'], 면_100%,셔츠,3,2,셔츠,"[['#6ea2d5', 0.5014573], ['#fa9a85', 0.29873705], ['#5b7e98', 0.14475389], ['#273c76', 0.012305699], ['#bf6464', 0.017648963]]",['스트라이프'],['면'],"['단추', '포켓']",11,3,8,11,3,0,2,3,110,162,213,light,white,light,"[6, 2, 9, 3, 0]",['면'],[1]
587, iron_do-with-cloth dry-clean-kr_do-not hand-wash-jp bleach_do-not,"[6, 7, 9, 3]","['폴리우레탄', '면', '폴리에스터', '폴리에스터']", 폴리우레탄_1%|면_80%|폴리에스터_100%|폴리에스터_19%,청바지,0,0,청바지,"[['#59728e', 0.8007787], ['#8e918f', 0.10231452], ['#464e4d', 0.07787151], ['#b5c38e', 0.01903526]]",['무지'],['데님'],"['포켓', '단추']",2,0,2,7,0,-1,0,2,89,114,142,dark,dark,dark,"[6, 7, 9, 3]","['폴리우레탄', '면', '폴리에스터', '폴리에스터']","[2, 1, 0, 0]"
588, dry-kr_shadow wash-jp_do iron_do bleach_do-not,"[0, 4, 1, 3]","['폴리에스터', '레이온', '레이온']", 폴리에스텔_50%|레이온_50.%|레이온_50%,스커트,3,3,튤스커트,"[['#6e8082', 0.91165465], ['#4e545b', 0.088345364]]",['무지'],['시폰'],['러플'],11,0,12,8,3,-1,3,2,110,128,130,dark,white,light,"[0, 4, 1, 3]","['폴리에스터', '레이온', '레이온']","[0, 8, 8]"
589, wring-jp_do-not bleach_do-not wash-jp_do iron_do-not dry-kr_shadow dry-clean-kr_do-not,"[16, 3, 4, 21, 0, 7]","['폴리에스터', '나일론', '솜털', '깃털', '깃털', '솜털', '폴리에스터', '나일론']", POLYESTER_100%|나일론_100%|오리솜털_50%|깃털_50%|FEATHER_50%|DUCK DOWN_50%|폴리에스터_100%|NYLON_100%,재킷,1,1,바람막이,"[['#7a898f', 0.97205806], ['#4a4b4d', 0.027941966]]",['레터링'],['합성섬유'],"['후드', '집업', '포켓', '라인']",5,0,5,0,1,-1,1,-1,122,137,143,light,idk,light,"[16, 3, 4, 21, 0, 7]","['폴리에스터', '나일론', '솜털', '깃털', '깃털', '솜털', '폴리에스터', '나일론']","[0, 4, 3, 5, 5, 3, 0, 4]"
590, iron_do-with-cloth dry-clean-kr_do bleach_do tumble-dry_do wash-jp_do dry-kr_shadow flame-warn-kr,"[6, 2, 18, 19, 4, 0, 8]","['폴리에스터', '폴리우레탄']", 폴리에스터_95%|폴리우레탄_5%,캐주얼상의,0,0,스웨트셔츠,"[['#30658e', 0.97904015], ['#686d6c', 0.020959843]]",['레터링'],['저지'],['null'],2,0,2,7,0,-1,0,2,48,101,142,dark,dark,dark,"[6, 2, 18, 19, 4, 0, 8]","['폴리에스터', '폴리우레탄']","[0, 2]"
591, iron_do-with-cloth dry-clean-kr_do wash_do-not bleach_do-not dry-kr_shadow,"[6, 2, 27, 3, 0]","['레이온', '아크릴', '폴리에스터', '폴리우레탄', '면', '면', '폴리에스터']", 레이온_7%|아크릴_17%|폴리에스터_80%|폴리우레탄_3%|면_7%|면_20%|폴리에스터_66%,드레스,3,3,셔츠원피스,"[['#bcc8c6', 0.9244284], ['#7e7d88', 0.021419976], ['#5c5d5b', 0.01612515], ['#888d82', 0.02286402], ['#323137', 0.015162455]]",['무지'],['면'],"['포켓', '단추', '슬릿']",10,0,10,0,3,-1,3,-1,188,200,198,light,dark,dark,"[6, 2, 27, 3, 0]","['레이온', '아크릴', '폴리에스터', '폴리우레탄', '면', '면', '폴리에스터']","[8, 10, 0, 2, 1, 1, 0]"
592, iron_do-with-cloth dry-kr_shadow hand-wash-jp bleach_do-not,"[6, 0, 9, 3]","['폴리에스터', '폴리우레탄', '폴리우레탄', '폴리에스터']", 폴리에스터_90%|폴리우레탄_5%|폴리우레탄_10%|폴리에스터_95%,팬츠,0,0,스웨트팬츠,"[['#f2ab46', 0.60057175], ['#f7d000', 0.0140332645], ['#34414e', 0.30535343], ['#6b543e', 0.026507277], ['#a17249', 0.011434511]]",['레터링'],['저지'],"['라인', '포켓']",1,0,1,6,0,-1,0,2,242,171,70,light,dark,dark,"[6, 0, 9, 3]","['폴리에스터', '폴리우레탄', '폴리우레탄', '폴리에스터']","[0, 2, 2, 0]"
593, hand-wash-jp iron_do bleach_do-not wring-jp_do tumble-dry_do-not dry-clean-kr_do-not,"[9, 1, 3, 10, 5, 7]",['폴리에스터'], 폴리에스터_100%,캐주얼상의,0,0,티셔츠,"[['#66676d', 0.4852294], ['#c1cec1', 0.46679237], ['#2d3036', 0.04797821]]",['레터링'],['면'],['null'],1,0,1,6,0,-1,0,2,102,103,109,dark,dark,dark,"[9, 1, 3, 10, 5, 7]",['폴리에스터'],[0]
594, wash_do-perm-press dry-clean_do-not hand-wash-jp wash_do bleach_do-not wring-jp_do iron_do-not tumble-dry_do-not dry-kr_shadow,"[12, 17, 9, 23, 3, 10, 21, 5, 0]","['레이온', '폴리에스터', '폴리우레탄', '레이온', '폴리우레탄', '폴리에스터']", RAYON_29%|폴리에스터_68%|POLYURETHANE_3%|레이온_29%|폴리우레탄_3%|POLYESTER_68%,팬츠,0,0,스웨트팬츠,"[['#4e6e81', 0.59654677], ['#3272af', 0.03856115], ['#007cb7', 0.023597123], ['#6ea2d5', 0.27107912], ['#cee1d4', 0.0552518]]",['무지'],['저지'],['포켓'],2,0,2,7,0,-1,0,2,78,110,129,dark,dark,dark,"[12, 17, 9, 23, 3, 10, 21, 5, 0]","['레이온', '폴리에스터', '폴리우레탄', '레이온', '폴리우레탄', '폴리에스터']","[8, 0, 2, 8, 2, 0]"
595, iron_do-with-cloth hand-wash-jp wring-jp_do-not bleach_do-not dry-kr_shadow,"[6, 9, 16, 3, 0]",['면'], 면_100%,캐주얼상의,3,2,티셔츠,"[['#c4d6d3', 0.9741204], ['#8c9fa1', 0.014248328], ['#697a7e', 0.011631289]]",['그래픽'],['면'],['드롭숄더'],12,0,6,1,3,-1,2,0,196,214,211,light,idk,light,"[6, 9, 16, 3, 0]",['면'],[1]
596, dry-clean_do dry-clean-kr_do iron_do bleach_do-not tumble-dry_do-not,"[11, 2, 1, 3, 5]","['폴리우레탄', '면']", POLY.U_3%|COTTON_97%,청바지,3,2,청바지,"[['#a5bcbb', 0.9751136], ['#363838', 0.024886431]]",['무지'],['면'],"['단추', '포켓', '컷오프']",11,3,8,11,3,0,2,3,165,188,187,light,white,light,"[11, 2, 1, 3, 5]","['폴리우레탄', '면']","[2, 1]"
